"EAN or ISBN";"name of the product";"product page URL";"internal reference";"product category";"current price";"crossed price";"big image";"description";"manufacturer reference";"condition";"brand";"ecotaxe";"product availability";"shipping costs";"warranty";"discount indicator";"stock indicator";"Taille";"performance indicator";"ID_Parent";"Genre";"Color";"name";"URL"
"0198720156364";"SALOMON Moon Patrol Gtx Bib - Bleu - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763809V4";"K111404V025";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"279.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--f8Kcrcnf--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111404/views/k111404_moon-patrol-gtx-bib_lc2705500_01";"Parée pour la poudreuse, la MOON PATROL GTX BIB de chez Salomon est une salopette de ski pour homme qui permet aux skieurs et snowboarders de rider pleinement.Assurant une haute protection contre les intempéries avec sa construction 3 couches composée d&#039;une matière, d&#039;une membrane et d&#039;une doublure collées pour former un tout, ce modèle ajoute un traitement déperlant durable pour ne vraiment rien laisser passer. De plus, il bénéficie de la fiabilité de la membrane Gore-Tex et de coutures soudées. La coupe classique favorise la gestuelle et assure un grand niveau de confort.De nombreux détails décuplent son efficacité sur la neige comme ses bretelles et plastron réglables, ses poches, guêtres, ventilation...";"LC2705500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-moon-patrol-gtx-bib-p-K111404";"K111404";"Homme";"Bleu";"SALOMON MOON PATROL GTX BIB";"https://www.ekosport.fr/salomon-moon-patrol-gtx-bib-p-K111404?tai=K111404V025"
"0198720156357";"SALOMON Moon Patrol Gtx Bib - Bleu - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763810V4";"K111404V030";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"279.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--f8Kcrcnf--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111404/views/k111404_moon-patrol-gtx-bib_lc2705500_01";"Parée pour la poudreuse, la MOON PATROL GTX BIB de chez Salomon est une salopette de ski pour homme qui permet aux skieurs et snowboarders de rider pleinement.Assurant une haute protection contre les intempéries avec sa construction 3 couches composée d&#039;une matière, d&#039;une membrane et d&#039;une doublure collées pour former un tout, ce modèle ajoute un traitement déperlant durable pour ne vraiment rien laisser passer. De plus, il bénéficie de la fiabilité de la membrane Gore-Tex et de coutures soudées. La coupe classique favorise la gestuelle et assure un grand niveau de confort.De nombreux détails décuplent son efficacité sur la neige comme ses bretelles et plastron réglables, ses poches, guêtres, ventilation...";"LC2705500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-moon-patrol-gtx-bib-p-K111404";"K111404";"Homme";"Bleu";"SALOMON MOON PATROL GTX BIB";"https://www.ekosport.fr/salomon-moon-patrol-gtx-bib-p-K111404?tai=K111404V030"
"0198720147232";"SALOMON Hoodie - Blanc - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304798836V4";"K111407V015";"Ekosport > Nos Univers > Lifestyle > Vêtement lifestyle > Sweatshirt";"57.9";"84.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--6yVnNEX2--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111407/views/k111407_hoodie_lc2676200_01";"Le SALOMON HOODIE de Salomon est un sweat à capuche pour homme qui forme une pièce agréable pour tous les sportifs.Quelle que soit l&#039;activité pratiquée, ce modèle est toujours agréable à porter puisque sa matière associe une majorité de fibres de coton biologique à du polyester recyclé. Doux et respirant, il offre une sensation de douceur sur la peau et aide à maintenir une température corporelle idéale, sans manquer d&#039;extensibilité afin d&#039;assurer une belle aisance gestuelle.Pour finir, il place un grand logo Salomon sur la poitrine.";"LC2676200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-hoodie-p-K111407";"K111407";"Homme";"Blanc";"SALOMON HOODIE";"https://www.ekosport.fr/salomon-hoodie-p-K111407?tai=K111407V015"
"0198720147249";"SALOMON Hoodie - Blanc - taille M 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304798837V4";"K111407V020";"Ekosport > Nos Univers > Lifestyle > Vêtement lifestyle > Sweatshirt";"57.9";"84.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--6yVnNEX2--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111407/views/k111407_hoodie_lc2676200_01";"Le SALOMON HOODIE de Salomon est un sweat à capuche pour homme qui forme une pièce agréable pour tous les sportifs.Quelle que soit l&#039;activité pratiquée, ce modèle est toujours agréable à porter puisque sa matière associe une majorité de fibres de coton biologique à du polyester recyclé. Doux et respirant, il offre une sensation de douceur sur la peau et aide à maintenir une température corporelle idéale, sans manquer d&#039;extensibilité afin d&#039;assurer une belle aisance gestuelle.Pour finir, il place un grand logo Salomon sur la poitrine.";"LC2676200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"M";"https://www.ekosport.fr/salomon-hoodie-p-K111407";"K111407";"Homme";"Blanc";"SALOMON HOODIE";"https://www.ekosport.fr/salomon-hoodie-p-K111407?tai=K111407V020"
"0198720147256";"SALOMON Hoodie - Blanc - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304642697V4";"K111407V025";"Ekosport > Nos Univers > Lifestyle > Vêtement lifestyle > Sweatshirt";"57.9";"84.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--6yVnNEX2--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111407/views/k111407_hoodie_lc2676200_01";"Le SALOMON HOODIE de Salomon est un sweat à capuche pour homme qui forme une pièce agréable pour tous les sportifs.Quelle que soit l&#039;activité pratiquée, ce modèle est toujours agréable à porter puisque sa matière associe une majorité de fibres de coton biologique à du polyester recyclé. Doux et respirant, il offre une sensation de douceur sur la peau et aide à maintenir une température corporelle idéale, sans manquer d&#039;extensibilité afin d&#039;assurer une belle aisance gestuelle.Pour finir, il place un grand logo Salomon sur la poitrine.";"LC2676200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-hoodie-p-K111407";"K111407";"Homme";"Blanc";"SALOMON HOODIE";"https://www.ekosport.fr/salomon-hoodie-p-K111407?tai=K111407V025"
"0198720147263";"SALOMON Hoodie - Blanc - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304645232V4";"K111407V030";"Ekosport > Nos Univers > Lifestyle > Vêtement lifestyle > Sweatshirt";"57.9";"84.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--6yVnNEX2--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K111407/views/k111407_hoodie_lc2676200_01";"Le SALOMON HOODIE de Salomon est un sweat à capuche pour homme qui forme une pièce agréable pour tous les sportifs.Quelle que soit l&#039;activité pratiquée, ce modèle est toujours agréable à porter puisque sa matière associe une majorité de fibres de coton biologique à du polyester recyclé. Doux et respirant, il offre une sensation de douceur sur la peau et aide à maintenir une température corporelle idéale, sans manquer d&#039;extensibilité afin d&#039;assurer une belle aisance gestuelle.Pour finir, il place un grand logo Salomon sur la poitrine.";"LC2676200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-hoodie-p-K111407";"K111407";"Homme";"Blanc";"SALOMON HOODIE";"https://www.ekosport.fr/salomon-hoodie-p-K111407?tai=K111407V030"
"0198720050297";"SALOMON Malamute - Noir - taille 26 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304659343V4";"K112455V165";"Ekosport > Nos Univers > Snowboard > Matériel snowboard > Boots snowboard";"300.9";"449.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--hB2UGFa6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112455/views/k112455_malamute_l47773400_01";"La MALAMUTE de Salomon est une boot de snow légère et réactive qui offre un maintien des plus remarquables.En effet, son poids a été allégé et son chausson vous offre un niveau de confort élevé, tout en maintenant votre talon pour offrir un meilleur contact avec la board. D’ailleurs, ce même chausson est parcouru de mousses à densité thermoformable, ce qui garantit un fit parfait. Le système de laçage Powerlock assure quant à lui un maintien optimal et la semelle externe Contagrip vous permettra de marcher longtemps, sans aucune fatigue.Adoptez donc la MALAMUTE et vous verrez clairement la différence !";"L47773400";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"26";"https://www.ekosport.fr/salomon-malamute-p-K112455";"K112455";"Homme";"Noir";"SALOMON MALAMUTE";"https://www.ekosport.fr/salomon-malamute-p-K112455?tai=K112455V165"
"0198720050334";"SALOMON Malamute - Noir - taille 28 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304782898V4";"K112455V195";"Ekosport > Nos Univers > Snowboard > Matériel snowboard > Boots snowboard";"300.9";"449.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--hB2UGFa6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112455/views/k112455_malamute_l47773400_01";"La MALAMUTE de Salomon est une boot de snow légère et réactive qui offre un maintien des plus remarquables.En effet, son poids a été allégé et son chausson vous offre un niveau de confort élevé, tout en maintenant votre talon pour offrir un meilleur contact avec la board. D’ailleurs, ce même chausson est parcouru de mousses à densité thermoformable, ce qui garantit un fit parfait. Le système de laçage Powerlock assure quant à lui un maintien optimal et la semelle externe Contagrip vous permettra de marcher longtemps, sans aucune fatigue.Adoptez donc la MALAMUTE et vous verrez clairement la différence !";"L47773400";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"28";"https://www.ekosport.fr/salomon-malamute-p-K112455";"K112455";"Homme";"Noir";"SALOMON MALAMUTE";"https://www.ekosport.fr/salomon-malamute-p-K112455?tai=K112455V195"
"0198720050235";"SALOMON Malamute - Noir - taille 29.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304659347V4";"K112455V215";"Ekosport > Nos Univers > Snowboard > Matériel snowboard > Boots snowboard";"300.9";"449.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--hB2UGFa6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112455/views/k112455_malamute_l47773400_01";"La MALAMUTE de Salomon est une boot de snow légère et réactive qui offre un maintien des plus remarquables.En effet, son poids a été allégé et son chausson vous offre un niveau de confort élevé, tout en maintenant votre talon pour offrir un meilleur contact avec la board. D’ailleurs, ce même chausson est parcouru de mousses à densité thermoformable, ce qui garantit un fit parfait. Le système de laçage Powerlock assure quant à lui un maintien optimal et la semelle externe Contagrip vous permettra de marcher longtemps, sans aucune fatigue.Adoptez donc la MALAMUTE et vous verrez clairement la différence !";"L47773400";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"29.5";"https://www.ekosport.fr/salomon-malamute-p-K112455";"K112455";"Homme";"Noir";"SALOMON MALAMUTE";"https://www.ekosport.fr/salomon-malamute-p-K112455?tai=K112455V215"
"0198720050259";"SALOMON Malamute - Noir - taille 30.5 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304746176V4";"K112455V230";"Ekosport > Nos Univers > Snowboard > Matériel snowboard > Boots snowboard";"300.9";"449.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--hB2UGFa6--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112455/views/k112455_malamute_l47773400_01";"La MALAMUTE de Salomon est une boot de snow légère et réactive qui offre un maintien des plus remarquables.En effet, son poids a été allégé et son chausson vous offre un niveau de confort élevé, tout en maintenant votre talon pour offrir un meilleur contact avec la board. D’ailleurs, ce même chausson est parcouru de mousses à densité thermoformable, ce qui garantit un fit parfait. Le système de laçage Powerlock assure quant à lui un maintien optimal et la semelle externe Contagrip vous permettra de marcher longtemps, sans aucune fatigue.Adoptez donc la MALAMUTE et vous verrez clairement la différence !";"L47773400";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"30.5";"https://www.ekosport.fr/salomon-malamute-p-K112455";"K112455";"Homme";"Noir";"SALOMON MALAMUTE";"https://www.ekosport.fr/salomon-malamute-p-K112455?tai=K112455V230"
"0198720029705";"Pack ski de fond Salomon S/race Skate Blue/black + Shift Pl 26 - Bleu / Blanc - modèle 2026 - taille 177 ";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304657372V4";"K112511V685";"Ekosport > Nos Univers > Ski de fond > Matériel ski de fond > Pack ski de fond";"454.9";"649.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--nqUwsex8--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112511/views/k112511_s-race-skate-blue-black-shift-pl_l47951600-l4732340001_01";"Le S/RACE SKATE de Salomon est un ski de skating qui excelle sur toutes neiges, taillé pour les fondeurs à la recherche d’une performance et de progression.Ce modèle se compose d&#039;un noyau Innowave en nid d&#039;abeille et de la technologie Thin Ply Carbon sur le talon et la spatule. Cette association de technologie permet d&#039;apporter de la légèreté ainsi qu&#039;un très bon rapport torsion/flexion assurant une transmission du poids d&#039;un ski à l&#039;autre : avec ce modèle, vous allez filer plus vite que votre ombre sur les pistes. Pour la glisse, ce ski utilise une semelle G5 de niveau Coupe du Monde, optimale sur tous types de neige.De quoi enchaîner les kilomètres tout au long de l&#039;hiver en vous faisant plaisir !";"L47951600+L4732340001";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"177";"https://www.ekosport.fr/salomon-s-race-skate-blue-black-shift-pl-p-K112511";"K112511";"Mixte";"Bleu / Blanc";"SALOMON S/RACE SKATE BLUE/BLACK + SHIFT PL";"https://www.ekosport.fr/salomon-s-race-skate-blue-black-shift-pl-p-K112511?tai=K112511V685"
"0198720029682";"Pack ski de fond Salomon S/race Skate Blue/black + Shift Pl 26 - Bleu / Blanc - modèle 2026 - taille 182 ";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304657373V4";"K112511V710";"Ekosport > Nos Univers > Ski de fond > Matériel ski de fond > Pack ski de fond";"454.9";"649.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--nqUwsex8--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112511/views/k112511_s-race-skate-blue-black-shift-pl_l47951600-l4732340001_01";"Le S/RACE SKATE de Salomon est un ski de skating qui excelle sur toutes neiges, taillé pour les fondeurs à la recherche d’une performance et de progression.Ce modèle se compose d&#039;un noyau Innowave en nid d&#039;abeille et de la technologie Thin Ply Carbon sur le talon et la spatule. Cette association de technologie permet d&#039;apporter de la légèreté ainsi qu&#039;un très bon rapport torsion/flexion assurant une transmission du poids d&#039;un ski à l&#039;autre : avec ce modèle, vous allez filer plus vite que votre ombre sur les pistes. Pour la glisse, ce ski utilise une semelle G5 de niveau Coupe du Monde, optimale sur tous types de neige.De quoi enchaîner les kilomètres tout au long de l&#039;hiver en vous faisant plaisir !";"L47951600+L4732340001";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"182";"https://www.ekosport.fr/salomon-s-race-skate-blue-black-shift-pl-p-K112511";"K112511";"Mixte";"Bleu / Blanc";"SALOMON S/RACE SKATE BLUE/BLACK + SHIFT PL";"https://www.ekosport.fr/salomon-s-race-skate-blue-black-shift-pl-p-K112511?tai=K112511V710"
"0198720029309";"Pack ski de fond Salomon S/race Eskin Jr Blue/black + Shift Pl J 26 - Bleu / Blanc - modèle 2026 - taille 147 ";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304678351V4";"K112515V410";"Ekosport > Nos Univers > Ski de fond > Matériel ski de fond > Pack ski de fond";"239.9";"339.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--jOmaGrzZ--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K112515/views/k112515_s-race-classic-jr-blue-black-shift-pl-j_l47931800-l4764630001_01";"Le S/RACE ESKIN JR de chez Salomon est un ski nordique pour enfant taillé pour la performance en style classique.Assurant des performances de pointe en compétition, du matin au soir, ce modèle sait s&#039;adapter aux variations de conditions de neige. De plus, le cambre Heel-Toe de ce ski garantit un contact direct avec la neige pour des sensations tout en subtilité et facilite la prise d’appui tout en contrôle. Le noyau Densolite 2000, constitué de mousse Densolite préformée et d’une enveloppe en fibre de verre biaxiale, est léger et ultraperformant Ce modèle profite aussi de la technologie eSKINGRIP&#43; qui offre l’équilibre parfait entre accroche et glisse.Bénéficiant d&#039;une finition de niveau coupe du monde, ce ski possède une semelle universelle G5 préfarté.";"L47931800+L4764630001";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"147";"https://www.ekosport.fr/salomon-s-race-classic-jr-blue-black-shift-pl-j-p-K112515";"K112515";"Enfant";"Bleu / Blanc";"SALOMON S/RACE CLASSIC JR BLUE/BLACK + SHIFT PL J";"https://www.ekosport.fr/salomon-s-race-classic-jr-blue-black-shift-pl-j-p-K112515?tai=K112515V410"
